"dept_CODE","municipality","year","Population_1993","victims__UR","cum_victims_UR","displaced_AS","cum_displaced_AS","displaced_CODHES","cum_displaced_CODHES","displaced_RUV","cum_displaced_RUV","displaced_CEDE","cum_displaced_CEDE","displaced_JYP","cum_displaced_JYP","number_dept","province","province_code"
5,5002,1996,23735,0,0,0,0,0,0,66,66,0,0,33,33,"ANTIOQUIA","ORIENTE",7
5,5002,1997,23735,0,0,125,125,1,1,109,175,21,21,37,70,"ANTIOQUIA","ORIENTE",7
5,5002,1998,23735,0,0,70,195,0,1,171,346,30,51,85,155,"ANTIOQUIA","ORIENTE",7
5,5002,1999,23735,0,0,183,378,0,1,381,727,100,151,229,384,"ANTIOQUIA","ORIENTE",7
5,5002,2000,23735,6,6,301,679,0,1,1181,1908,356,507,868,1252,"ANTIOQUIA","ORIENTE",7
5,5002,2001,23735,9,15,452,1131,91,92,960,2868,337,844,665,1917,"ANTIOQUIA","ORIENTE",7
5,5002,2002,23735,4,19,862,1993,56,148,2131,4999,923,1767,1667,3584,"ANTIOQUIA","ORIENTE",7
5,5002,2003,23735,1,20,573,2566,6,154,1277,6276,381,2148,773,4357,"ANTIOQUIA","ORIENTE",7
5,5002,2004,23735,3,23,563,3129,129,283,991,7267,469,2617,728,5085,"ANTIOQUIA","ORIENTE",7
5,5002,2005,23735,0,23,364,3493,42,325,565,7832,284,2901,432,5517,"ANTIOQUIA","ORIENTE",7
5,5002,2006,23735,0,23,302,3795,26,351,465,8297,247,3148,353,5870,"ANTIOQUIA","ORIENTE",7
5,5002,2007,23735,0,23,259,4054,58,409,378,8675,207,3355,309,6179,"ANTIOQUIA","ORIENTE",7
5,5002,2008,23735,0,23,225,4279,35,444,327,9002,169,3524,275,6454,"ANTIOQUIA","ORIENTE",7
5,5002,2009,23735,0,23,50,4329,15,459,81,9083,3,3527,58,6512,"ANTIOQUIA","ORIENTE",7
5,5002,2010,23735,0,23,29,4358,53,512,96,9179,0,3527,44,6556,"ANTIOQUIA","ORIENTE",7
5,5002,2011,23735,0,23,34,4392,28,540,70,9249,0,3527,56,6612,"ANTIOQUIA","ORIENTE",7
5,5002,2012,23735,0,23,0,4392,459,999,50,9299,0,3527,10,6622,"ANTIOQUIA","ORIENTE",7
5,5004,1996,3220,3,3,0,0,0,0,131,131,0,0,22,22,"ANTIOQUIA","OCCIDENTE",6
5,5004,1997,3220,0,3,50,50,2,2,87,218,1,1,24,46,"ANTIOQUIA","OCCIDENTE",6
5,5004,1998,3220,0,3,64,114,0,2,197,415,0,1,83,129,"ANTIOQUIA","OCCIDENTE",6
5,5004,1999,3220,6,9,79,193,0,2,237,652,8,9,114,243,"ANTIOQUIA","OCCIDENTE",6
5,5004,2000,3220,0,9,36,229,0,2,338,990,9,18,46,289,"ANTIOQUIA","OCCIDENTE",6
5,5004,2001,3220,0,9,32,261,0,2,67,1057,12,30,34,323,"ANTIOQUIA","OCCIDENTE",6
5,5004,2002,3220,0,9,4,265,0,2,85,1142,0,30,9,332,"ANTIOQUIA","OCCIDENTE",6
5,5004,2003,3220,0,9,24,289,0,2,68,1210,0,30,33,365,"ANTIOQUIA","OCCIDENTE",6
5,5004,2004,3220,0,9,40,329,0,2,88,1298,23,53,45,410,"ANTIOQUIA","OCCIDENTE",6
5,5004,2005,3220,0,9,13,342,0,2,51,1349,8,61,13,423,"ANTIOQUIA","OCCIDENTE",6
5,5004,2006,3220,0,9,9,351,0,2,16,1365,9,70,9,432,"ANTIOQUIA","OCCIDENTE",6
5,5004,2007,3220,0,9,11,362,6,8,13,1378,3,73,11,443,"ANTIOQUIA","OCCIDENTE",6
5,5004,2008,3220,0,9,6,368,0,8,28,1406,0,73,6,449,"ANTIOQUIA","OCCIDENTE",6
5,5004,2009,3220,0,9,3,371,3,11,5,1411,0,73,3,452,"ANTIOQUIA","OCCIDENTE",6
5,5004,2010,3220,0,9,1,372,9,20,11,1422,0,73,7,459,"ANTIOQUIA","OCCIDENTE",6
5,5004,2011,3220,0,9,2,374,0,20,9,1431,0,73,8,467,"ANTIOQUIA","OCCIDENTE",6
5,5004,2012,3220,0,9,0,374,29,49,7,1438,0,73,1,468,"ANTIOQUIA","OCCIDENTE",6
5,5021,1996,4732,0,0,0,0,0,0,27,27,0,0,0,0,"ANTIOQUIA","ORIENTE",7
5,5021,1997,4732,0,0,45,45,2,2,45,72,0,0,10,10,"ANTIOQUIA","ORIENTE",7
5,5021,1998,4732,0,0,8,53,0,2,50,122,0,0,10,20,"ANTIOQUIA","ORIENTE",7
5,5021,1999,4732,7,7,57,110,0,2,221,343,11,11,77,97,"ANTIOQUIA","ORIENTE",7
5,5021,2000,4732,4,11,430,540,0,2,1226,1569,197,208,530,627,"ANTIOQUIA","ORIENTE",7
5,5021,2001,4732,19,30,781,1321,860,862,2641,4210,1474,1682,1871,2498,"ANTIOQUIA","ORIENTE",7
5,5021,2002,4732,0,30,396,1717,0,862,700,4910,274,1956,467,2965,"ANTIOQUIA","ORIENTE",7
5,5021,2003,4732,0,30,250,1967,0,862,439,5349,117,2073,276,3241,"ANTIOQUIA","ORIENTE",7
5,5021,2004,4732,0,30,46,2013,0,862,118,5467,22,2095,68,3309,"ANTIOQUIA","ORIENTE",7
5,5021,2005,4732,0,30,52,2065,10,872,98,5565,36,2131,64,3373,"ANTIOQUIA","ORIENTE",7
5,5021,2006,4732,0,30,46,2111,0,872,96,5661,32,2163,57,3430,"ANTIOQUIA","ORIENTE",7
5,5021,2007,4732,0,30,49,2160,12,884,84,5745,39,2202,59,3489,"ANTIOQUIA","ORIENTE",7
5,5021,2008,4732,0,30,31,2191,0,884,44,5789,19,2221,34,3523,"ANTIOQUIA","ORIENTE",7
5,5021,2009,4732,0,30,19,2210,13,897,32,5821,3,2224,21,3544,"ANTIOQUIA","ORIENTE",7
5,5021,2010,4732,0,30,10,2220,37,934,12,5833,0,2224,11,3555,"ANTIOQUIA","ORIENTE",7
5,5021,2011,4732,0,30,0,2220,7,941,0,5833,0,2224,0,3555,"ANTIOQUIA","ORIENTE",7
5,5021,2012,4732,0,30,0,2220,154,1095,11,5844,0,2224,7,3562,"ANTIOQUIA","ORIENTE",7
5,5030,1996,24419,0,0,0,0,0,0,13,13,0,0,8,8,"ANTIOQUIA","SUROESTE",8
5,5030,1997,24419,0,0,48,48,7,7,15,28,7,7,2,10,"ANTIOQUIA","SUROESTE",8
5,5030,1998,24419,0,0,5,53,7,14,43,71,3,10,18,28,"ANTIOQUIA","SUROESTE",8
5,5030,1999,24419,0,0,21,74,0,14,43,114,14,24,22,50,"ANTIOQUIA","SUROESTE",8
5,5030,2000,24419,9,9,49,123,0,14,154,268,25,49,57,107,"ANTIOQUIA","SUROESTE",8
5,5030,2001,24419,7,16,90,213,0,14,127,395,43,92,118,225,"ANTIOQUIA","SUROESTE",8
5,5030,2002,24419,4,20,93,306,8,22,142,537,81,173,113,338,"ANTIOQUIA","SUROESTE",8
5,5030,2003,24419,1,21,95,401,0,22,129,666,97,270,125,463,"ANTIOQUIA","SUROESTE",8
5,5030,2004,24419,0,21,21,422,10,32,33,699,13,283,26,489,"ANTIOQUIA","SUROESTE",8
5,5030,2005,24419,0,21,54,476,51,83,89,788,22,305,69,558,"ANTIOQUIA","SUROESTE",8
5,5030,2006,24419,0,21,45,521,24,107,72,860,41,346,52,610,"ANTIOQUIA","SUROESTE",8
5,5030,2007,24419,0,21,22,543,37,144,37,897,14,360,22,632,"ANTIOQUIA","SUROESTE",8
5,5030,2008,24419,6,27,73,616,16,160,102,999,59,419,77,709,"ANTIOQUIA","SUROESTE",8
5,5030,2009,24419,0,27,27,643,15,175,45,1044,0,419,28,737,"ANTIOQUIA","SUROESTE",8
5,5030,2010,24419,0,27,13,656,40,215,35,1079,0,419,13,750,"ANTIOQUIA","SUROESTE",8
5,5030,2011,24419,0,27,16,672,10,225,97,1176,0,419,45,795,"ANTIOQUIA","SUROESTE",8
5,5030,2012,24419,0,27,0,672,197,422,75,1251,0,419,15,810,"ANTIOQUIA","SUROESTE",8
5,5031,1996,19070,0,0,0,0,0,0,98,98,0,0,14,14,"ANTIOQUIA","NORDESTE",4
5,5031,1997,19070,4,4,311,311,6,6,439,537,47,47,201,215,"ANTIOQUIA","NORDESTE",4
5,5031,1998,19070,4,8,242,553,14,20,776,1313,93,140,327,542,"ANTIOQUIA","NORDESTE",4
5,5031,1999,19070,0,8,231,784,0,20,405,1718,69,209,267,809,"ANTIOQUIA","NORDESTE",4
5,5031,2000,19070,2,10,254,1038,0,20,822,2540,425,634,666,1475,"ANTIOQUIA","NORDESTE",4
5,5031,2001,19070,6,16,342,1380,50,70,556,3096,537,1171,431,1906,"ANTIOQUIA","NORDESTE",4
5,5031,2002,19070,0,16,367,1747,0,70,593,3689,293,1464,448,2354,"ANTIOQUIA","NORDESTE",4
5,5031,2003,19070,0,16,67,1814,4,74,136,3825,47,1511,91,2445,"ANTIOQUIA","NORDESTE",4
5,5031,2004,19070,0,16,109,1923,21,95,202,4027,69,1580,138,2583,"ANTIOQUIA","NORDESTE",4
5,5031,2005,19070,0,16,136,2059,0,95,273,4300,90,1670,189,2772,"ANTIOQUIA","NORDESTE",4
5,5031,2006,19070,0,16,145,2204,22,117,234,4534,106,1776,171,2943,"ANTIOQUIA","NORDESTE",4
5,5031,2007,19070,0,16,132,2336,39,156,197,4731,105,1881,148,3091,"ANTIOQUIA","NORDESTE",4
5,5031,2008,19070,0,16,206,2542,48,204,288,5019,132,2013,221,3312,"ANTIOQUIA","NORDESTE",4
5,5031,2009,19070,0,16,133,2675,31,235,208,5227,5,2018,164,3476,"ANTIOQUIA","NORDESTE",4
5,5031,2010,19070,0,16,102,2777,149,384,164,5391,0,2018,125,3601,"ANTIOQUIA","NORDESTE",4
5,5031,2011,19070,1,17,116,2893,5941,6325,265,5656,0,2018,175,3776,"ANTIOQUIA","NORDESTE",4
5,5031,2012,19070,0,17,0,2893,162,6487,292,5948,0,2018,70,3846,"ANTIOQUIA","NORDESTE",4
5,5034,1996,38956,5,5,0,0,0,0,42,42,0,0,22,22,"ANTIOQUIA","SUROESTE",8
5,5034,1997,38956,2,7,109,109,12,12,52,94,20,20,20,42,"ANTIOQUIA","SUROESTE",8
5,5034,1998,38956,10,17,38,147,4,16,107,201,22,42,56,98,"ANTIOQUIA","SUROESTE",8
5,5034,1999,38956,1,18,45,192,20,36,106,307,12,54,47,145,"ANTIOQUIA","SUROESTE",8
5,5034,2000,38956,12,30,78,270,0,36,173,480,38,92,92,237,"ANTIOQUIA","SUROESTE",8
5,5034,2001,38956,5,35,211,481,0,36,301,781,178,270,252,489,"ANTIOQUIA","SUROESTE",8
5,5034,2002,38956,0,35,138,619,15,51,221,1002,110,380,172,661,"ANTIOQUIA","SUROESTE",8
5,5034,2003,38956,0,35,122,741,1,52,184,1186,102,482,154,815,"ANTIOQUIA","SUROESTE",8
5,5034,2004,38956,0,35,121,862,48,100,211,1397,92,574,153,968,"ANTIOQUIA","SUROESTE",8
5,5034,2005,38956,0,35,119,981,0,100,215,1612,91,665,157,1125,"ANTIOQUIA","SUROESTE",8
5,5034,2006,38956,0,35,169,1150,0,100,274,1886,147,812,214,1339,"ANTIOQUIA","SUROESTE",8
5,5034,2007,38956,0,35,184,1334,16,116,267,2153,130,942,205,1544,"ANTIOQUIA","SUROESTE",8
5,5034,2008,38956,0,35,239,1573,24,140,313,2466,160,1102,269,1813,"ANTIOQUIA","SUROESTE",8
5,5034,2009,38956,0,35,121,1694,19,159,208,2674,25,1127,131,1944,"ANTIOQUIA","SUROESTE",8
5,5034,2010,38956,0,35,47,1741,209,368,98,2772,0,1127,59,2003,"ANTIOQUIA","SUROESTE",8
5,5034,2011,38956,1,36,27,1768,46,414,119,2891,0,1127,65,2068,"ANTIOQUIA","SUROESTE",8
5,5034,2012,38956,0,36,0,1768,310,724,161,3052,0,1127,35,2103,"ANTIOQUIA","SUROESTE",8
5,5036,1996,6284,0,0,0,0,0,0,14,14,0,0,7,7,"ANTIOQUIA","SUROESTE",8
5,5036,1997,6284,0,0,23,23,0,0,21,35,12,12,18,25,"ANTIOQUIA","SUROESTE",8
5,5036,1998,6284,0,0,95,118,0,0,156,191,86,98,132,157,"ANTIOQUIA","SUROESTE",8
5,5036,1999,6284,4,4,180,298,120,120,327,518,107,205,241,398,"ANTIOQUIA","SUROESTE",8
5,5036,2000,6284,13,17,169,467,0,120,369,887,110,315,226,624,"ANTIOQUIA","SUROESTE",8
5,5036,2001,6284,0,17,83,550,135,255,176,1063,51,366,128,752,"ANTIOQUIA","SUROESTE",8
5,5036,2002,6284,2,19,30,580,0,255,69,1132,14,380,50,802,"ANTIOQUIA","SUROESTE",8
5,5036,2003,6284,0,19,11,591,0,255,48,1180,13,393,32,834,"ANTIOQUIA","SUROESTE",8
5,5036,2004,6284,0,19,34,625,7,262,57,1237,26,419,47,881,"ANTIOQUIA","SUROESTE",8
5,5036,2005,6284,0,19,4,629,0,262,9,1246,4,423,6,887,"ANTIOQUIA","SUROESTE",8
5,5036,2006,6284,0,19,18,647,0,262,31,1277,19,442,19,906,"ANTIOQUIA","SUROESTE",8
5,5036,2007,6284,0,19,43,690,0,262,57,1334,37,479,48,954,"ANTIOQUIA","SUROESTE",8
5,5036,2008,6284,0,19,2,692,0,262,3,1337,2,481,2,956,"ANTIOQUIA","SUROESTE",8
5,5036,2009,6284,0,19,2,694,14,276,6,1343,0,481,2,958,"ANTIOQUIA","SUROESTE",8
5,5036,2010,6284,0,19,1,695,27,303,11,1354,0,481,1,959,"ANTIOQUIA","SUROESTE",8
5,5036,2011,6284,0,19,0,695,11,314,5,1359,0,481,0,959,"ANTIOQUIA","SUROESTE",8
5,5036,2012,6284,0,19,0,695,94,408,12,1371,0,481,0,959,"ANTIOQUIA","SUROESTE",8
5,5038,1996,13259,0,0,0,0,0,0,64,64,0,0,20,20,"ANTIOQUIA","NORTE",5
5,5038,1997,13259,0,0,80,80,6,6,63,127,6,6,42,62,"ANTIOQUIA","NORTE",5
5,5038,1998,13259,0,0,25,105,0,6,62,189,8,14,29,91,"ANTIOQUIA","NORTE",5
5,5038,1999,13259,0,0,41,146,0,6,91,280,36,50,55,146,"ANTIOQUIA","NORTE",5
5,5038,2000,13259,0,0,33,179,0,6,97,377,13,63,37,183,"ANTIOQUIA","NORTE",5
5,5038,2001,13259,0,0,83,262,0,6,1739,2116,440,503,515,698,"ANTIOQUIA","NORTE",5
5,5038,2002,13259,0,0,151,413,0,6,290,2406,85,588,182,880,"ANTIOQUIA","NORTE",5
5,5038,2003,13259,0,0,64,477,0,6,130,2536,52,640,70,950,"ANTIOQUIA","NORTE",5
5,5038,2004,13259,0,0,39,516,0,6,97,2633,14,654,48,998,"ANTIOQUIA","NORTE",5
5,5038,2005,13259,0,0,118,634,0,6,165,2798,117,771,148,1146,"ANTIOQUIA","NORTE",5
5,5038,2006,13259,0,0,82,716,0,6,131,2929,69,840,108,1254,"ANTIOQUIA","NORTE",5
5,5038,2007,13259,2,2,62,778,7,13,85,3014,60,900,62,1316,"ANTIOQUIA","NORTE",5
5,5038,2008,13259,0,2,67,845,1,14,99,3113,54,954,73,1389,"ANTIOQUIA","NORTE",5
5,5038,2009,13259,0,2,26,871,0,14,69,3182,0,954,33,1422,"ANTIOQUIA","NORTE",5
5,5038,2010,13259,0,2,26,897,61,75,71,3253,0,954,31,1453,"ANTIOQUIA","NORTE",5
5,5038,2011,13259,0,2,29,926,6,81,93,3346,0,954,45,1498,"ANTIOQUIA","NORTE",5
5,5038,2012,13259,0,2,0,926,87,168,34,3380,0,954,1,1499,"ANTIOQUIA","NORTE",5
5,5040,1996,12634,0,0,0,0,0,0,38,38,0,0,16,16,"ANTIOQUIA","NORDESTE",4
5,5040,1997,12634,2,2,71,71,0,0,172,210,13,13,56,72,"ANTIOQUIA","NORDESTE",4
5,5040,1998,12634,2,4,66,137,0,0,211,421,30,43,101,173,"ANTIOQUIA","NORDESTE",4
5,5040,1999,12634,9,13,144,281,0,0,199,620,108,151,157,330,"ANTIOQUIA","NORDESTE",4
5,5040,2000,12634,12,25,163,444,0,0,471,1091,187,338,377,707,"ANTIOQUIA","NORDESTE",4
5,5040,2001,12634,3,28,740,1184,160,160,2730,3821,2337,2675,2126,2833,"ANTIOQUIA","NORDESTE",4
5,5040,2002,12634,3,31,249,1433,0,160,343,4164,225,2900,306,3139,"ANTIOQUIA","NORDESTE",4
5,5040,2003,12634,0,31,70,1503,3,163,117,4281,49,2949,92,3231,"ANTIOQUIA","NORDESTE",4
5,5040,2004,12634,4,35,124,1627,248,411,321,4602,201,3150,352,3583,"ANTIOQUIA","NORDESTE",4
5,5040,2005,12634,0,35,118,1745,45,456,197,4799,108,3258,174,3757,"ANTIOQUIA","NORDESTE",4
5,5040,2006,12634,2,37,192,1937,26,482,302,5101,192,3450,264,4021,"ANTIOQUIA","NORDESTE",4
5,5040,2007,12634,0,37,242,2179,102,584,376,5477,223,3673,306,4327,"ANTIOQUIA","NORDESTE",4
5,5040,2008,12634,0,37,181,2360,2050,2634,712,6189,453,4126,568,4895,"ANTIOQUIA","NORDESTE",4
5,5040,2009,12634,0,37,142,2502,46,2680,234,6423,13,4139,170,5065,"ANTIOQUIA","NORDESTE",4
5,5040,2010,12634,0,37,122,2624,191,2871,244,6667,0,4139,158,5223,"ANTIOQUIA","NORDESTE",4
5,5040,2011,12634,0,37,138,2762,5045,7916,5833,12500,0,4139,5179,10402,"ANTIOQUIA","NORDESTE",4
5,5040,2012,12634,0,37,0,2762,252,8168,366,12866,0,4139,105,10507,"ANTIOQUIA","NORDESTE",4
5,5042,1996,21126,8,8,0,0,0,0,254,254,0,0,138,138,"ANTIOQUIA","OCCIDENTE",6
5,5042,1997,21126,0,8,303,303,37,37,271,525,60,60,162,300,"ANTIOQUIA","OCCIDENTE",6
5,5042,1998,21126,1,9,50,353,8,45,156,681,10,70,65,365,"ANTIOQUIA","OCCIDENTE",6
5,5042,1999,21126,6,15,92,445,0,45,213,894,48,118,112,477,"ANTIOQUIA","OCCIDENTE",6
5,5042,2000,21126,9,24,70,515,60,105,197,1091,32,150,81,558,"ANTIOQUIA","OCCIDENTE",6
5,5042,2001,21126,0,24,153,668,25,130,228,1319,85,235,166,724,"ANTIOQUIA","OCCIDENTE",6
5,5042,2002,21126,0,24,137,805,40,170,235,1554,131,366,149,873,"ANTIOQUIA","OCCIDENTE",6
5,5042,2003,21126,0,24,196,1001,55,225,314,1868,177,543,212,1085,"ANTIOQUIA","OCCIDENTE",6
5,5042,2004,21126,0,24,115,1116,22,247,189,2057,78,621,145,1230,"ANTIOQUIA","OCCIDENTE",6
5,5042,2005,21126,0,24,101,1217,0,247,169,2226,90,711,128,1358,"ANTIOQUIA","OCCIDENTE",6
5,5042,2006,21126,0,24,84,1301,0,247,112,2338,72,783,99,1457,"ANTIOQUIA","OCCIDENTE",6
5,5042,2007,21126,0,24,97,1398,86,333,143,2481,98,881,114,1571,"ANTIOQUIA","OCCIDENTE",6
5,5042,2008,21126,0,24,88,1486,43,376,114,2595,66,947,105,1676,"ANTIOQUIA","OCCIDENTE",6
5,5042,2009,21126,0,24,22,1508,16,392,55,2650,0,947,34,1710,"ANTIOQUIA","OCCIDENTE",6
5,5042,2010,21126,0,24,23,1531,45,437,37,2687,0,947,28,1738,"ANTIOQUIA","OCCIDENTE",6
5,5042,2011,21126,0,24,35,1566,40,477,90,2777,0,947,45,1783,"ANTIOQUIA","OCCIDENTE",6
5,5042,2012,21126,0,24,0,1566,206,683,77,2854,0,947,33,1816,"ANTIOQUIA","OCCIDENTE",6
5,5044,1996,6961,10,10,0,0,0,0,173,173,0,0,52,52,"ANTIOQUIA","OCCIDENTE",6
5,5044,1997,6961,0,10,90,90,5,5,77,250,0,0,15,67,"ANTIOQUIA","OCCIDENTE",6
5,5044,1998,6961,3,13,27,117,0,5,126,376,5,5,45,112,"ANTIOQUIA","OCCIDENTE",6
5,5044,1999,6961,0,13,52,169,0,5,200,576,20,25,70,182,"ANTIOQUIA","OCCIDENTE",6
5,5044,2000,6961,5,18,328,497,2800,2805,2626,3202,1315,1340,2081,2263,"ANTIOQUIA","OCCIDENTE",6
5,5044,2001,6961,0,18,30,527,0,2805,150,3352,20,1360,54,2317,"ANTIOQUIA","OCCIDENTE",6
5,5044,2002,6961,3,21,64,591,0,2805,118,3470,46,1406,73,2390,"ANTIOQUIA","OCCIDENTE",6
5,5044,2003,6961,0,21,37,628,0,2805,65,3535,26,1432,46,2436,"ANTIOQUIA","OCCIDENTE",6
5,5044,2004,6961,0,21,54,682,30,2835,81,3616,47,1479,72,2508,"ANTIOQUIA","OCCIDENTE",6
5,5044,2005,6961,0,21,26,708,0,2835,51,3667,15,1494,27,2535,"ANTIOQUIA","OCCIDENTE",6
5,5044,2006,6961,0,21,16,724,0,2835,51,3718,6,1500,21,2556,"ANTIOQUIA","OCCIDENTE",6
5,5044,2007,6961,0,21,21,745,0,2835,57,3775,16,1516,26,2582,"ANTIOQUIA","OCCIDENTE",6
5,5044,2008,6961,0,21,28,773,6,2841,54,3829,17,1533,36,2618,"ANTIOQUIA","OCCIDENTE",6
5,5044,2009,6961,0,21,29,802,0,2841,38,3867,0,1533,29,2647,"ANTIOQUIA","OCCIDENTE",6
5,5044,2010,6961,0,21,12,814,40,2881,27,3894,0,1533,18,2665,"ANTIOQUIA","OCCIDENTE",6
5,5044,2011,6961,0,21,27,841,10,2891,45,3939,0,1533,28,2693,"ANTIOQUIA","OCCIDENTE",6
5,5044,2012,6961,0,21,0,841,127,3018,19,3958,0,1533,8,2701,"ANTIOQUIA","OCCIDENTE",6
5,5045,1996,78650,21,21,0,0,1,1,4857,4857,0,0,2787,2787,"ANTIOQUIA","URABA",9
5,5045,1997,78650,39,60,7926,7926,3610,3611,10729,15586,7774,7774,9697,12484,"ANTIOQUIA","URABA",9
5,5045,1998,78650,7,67,2281,10207,102,3713,4047,19633,1730,9504,3234,15718,"ANTIOQUIA","URABA",9
5,5045,1999,78650,14,81,1179,11386,550,4263,2596,22229,1128,10632,1970,17688,"ANTIOQUIA","URABA",9
5,5045,2000,78650,19,100,2063,13449,395,4658,4380,26609,1743,12375,3341,21029,"ANTIOQUIA","URABA",9
5,5045,2001,78650,9,109,2293,15742,1420,6078,3244,29853,2264,14639,2761,23790,"ANTIOQUIA","URABA",9
5,5045,2002,78650,9,118,2019,17761,824,6902,3302,33155,1946,16585,2738,26528,"ANTIOQUIA","URABA",9
5,5045,2003,78650,0,118,697,18458,746,7648,1168,34323,520,17105,880,27408,"ANTIOQUIA","URABA",9
5,5045,2004,78650,5,123,871,19329,1443,9091,1494,35817,728,17833,1157,28565,"ANTIOQUIA","URABA",9
5,5045,2005,78650,1,124,1858,21187,1287,10378,3375,39192,1688,19521,2736,31301,"ANTIOQUIA","URABA",9
5,5045,2006,78650,2,126,1301,22488,1314,11692,3100,42292,1772,21293,2591,33892,"ANTIOQUIA","URABA",9
5,5045,2007,78650,6,132,1644,24132,1634,13326,2481,44773,1406,22699,1967,35859,"ANTIOQUIA","URABA",9
5,5045,2008,78650,4,136,1367,25499,2635,15961,2045,46818,1035,23734,1552,37411,"ANTIOQUIA","URABA",9
5,5045,2009,78650,1,137,879,26378,2575,18536,1372,48190,9,23743,1014,38425,"ANTIOQUIA","URABA",9
5,5045,2010,78650,1,138,552,26930,2983,21519,1010,49200,0,23743,643,39068,"ANTIOQUIA","URABA",9
5,5045,2011,78650,7,145,505,27435,767,22286,1138,50338,0,23743,701,39769,"ANTIOQUIA","URABA",9
5,5045,2012,78650,1,146,0,27435,78,22364,1168,51506,0,23743,293,40062,"ANTIOQUIA","URABA",9
5,5051,1996,26900,0,0,0,0,0,0,767,767,0,0,458,458,"ANTIOQUIA","URABA",9
5,5051,1997,26900,0,0,6840,6840,345,345,3241,4008,2369,2369,2756,3214,"ANTIOQUIA","URABA",9
5,5051,1998,26900,0,0,440,7280,11,356,942,4950,220,2589,556,3770,"ANTIOQUIA","URABA",9
5,5051,1999,26900,0,0,253,7533,0,356,600,5550,162,2751,352,4122,"ANTIOQUIA","URABA",9
5,5051,2000,26900,0,0,399,7932,259,615,763,6313,247,2998,484,4606,"ANTIOQUIA","URABA",9
5,5051,2001,26900,0,0,571,8503,60,675,814,7127,490,3488,670,5276,"ANTIOQUIA","URABA",9
5,5051,2002,26900,0,0,292,8795,4,679,546,7673,248,3736,365,5641,"ANTIOQUIA","URABA",9
5,5051,2003,26900,0,0,201,8996,0,679,361,8034,155,3891,246,5887,"ANTIOQUIA","URABA",9
5,5051,2004,26900,0,0,141,9137,0,679,430,8464,109,4000,223,6110,"ANTIOQUIA","URABA",9
5,5051,2005,26900,0,0,206,9343,3,682,467,8931,128,4128,244,6354,"ANTIOQUIA","URABA",9
5,5051,2006,26900,0,0,186,9529,9,691,410,9341,148,4276,227,6581,"ANTIOQUIA","URABA",9
5,5051,2007,26900,0,0,219,9748,49,740,400,9741,169,4445,278,6859,"ANTIOQUIA","URABA",9
5,5051,2008,26900,0,0,297,10045,10,750,512,10253,170,4615,347,7206,"ANTIOQUIA","URABA",9
5,5051,2009,26900,0,0,134,10179,0,750,270,10523,4,4619,167,7373,"ANTIOQUIA","URABA",9
5,5051,2010,26900,0,0,78,10257,211,961,250,10773,0,4619,103,7476,"ANTIOQUIA","URABA",9
5,5051,2011,26900,2,2,101,10358,21,982,229,11002,0,4619,124,7600,"ANTIOQUIA","URABA",9
5,5051,2012,26900,0,2,0,10358,26,1008,229,11231,0,4619,36,7636,"ANTIOQUIA","URABA",9
5,5055,1996,11632,0,0,0,0,0,0,194,194,0,0,106,106,"ANTIOQUIA","ORIENTE",7
5,5055,1997,11632,0,0,433,433,9,9,248,442,83,83,131,237,"ANTIOQUIA","ORIENTE",7
5,5055,1998,11632,0,0,142,575,10,19,309,751,29,112,166,403,"ANTIOQUIA","ORIENTE",7
5,5055,1999,11632,0,0,205,780,0,19,461,1212,56,168,264,667,"ANTIOQUIA","ORIENTE",7
5,5055,2000,11632,0,0,516,1296,0,19,1077,2289,250,418,681,1348,"ANTIOQUIA","ORIENTE",7
5,5055,2001,11632,0,0,500,1796,0,19,844,3133,570,988,641,1989,"ANTIOQUIA","ORIENTE",7
5,5055,2002,11632,4,4,3010,4806,1025,1044,6911,10044,3977,4965,6095,8084,"ANTIOQUIA","ORIENTE",7
5,5055,2003,11632,0,4,946,5752,1648,2692,1727,11771,1109,6074,1485,9569,"ANTIOQUIA","ORIENTE",7
5,5055,2004,11632,0,4,956,6708,708,3400,1647,13418,985,7059,1515,11084,"ANTIOQUIA","ORIENTE",7
5,5055,2005,11632,0,4,1216,7924,993,4393,4316,17734,3306,10365,4053,15137,"ANTIOQUIA","ORIENTE",7
5,5055,2006,11632,0,4,982,8906,1747,6140,3373,21107,2906,13271,3133,18270,"ANTIOQUIA","ORIENTE",7
5,5055,2007,11632,0,4,413,9319,79,6219,630,21737,2628,15899,554,18824,"ANTIOQUIA","ORIENTE",7
5,5055,2008,11632,0,4,269,9588,153,6372,356,22093,2380,18279,321,19145,"ANTIOQUIA","ORIENTE",7
5,5055,2009,11632,0,4,29,9617,34,6406,62,22155,185,18464,36,19181,"ANTIOQUIA","ORIENTE",7
5,5055,2010,11632,0,4,38,9655,47,6453,58,22213,0,18464,43,19224,"ANTIOQUIA","ORIENTE",7
5,5055,2011,11632,0,4,31,9686,249,6702,47,22260,0,18464,37,19261,"ANTIOQUIA","ORIENTE",7
5,5055,2012,11632,0,4,0,9686,653,7355,76,22336,0,18464,19,19280,"ANTIOQUIA","ORIENTE",7
5,5059,1996,6498,0,0,0,0,0,0,3,3,0,0,0,0,"ANTIOQUIA","OCCIDENTE",6
